Product name,Price,Stock status,Description,Detail URL,Listing Page Number
Burn Zombie Burn,"77,99 €",Out of stock,"[Playstation Network]  Play as Bruce as you shoot, burn, and blow up brain-munching zombies using a variety of weapons.",https://sandbox.oxylabs.io/products/1676,53
Elliot Quest,"72,99 €",In stock,"Elliot can't die—but he's still running out of time. In Elliot Quest, the victim of a rare curse must find a cure before he's transformed into a demon.

After Elliot's wife disappears, he falls sick and attempts to take his own life--only to discovers that he can't die. Plagued by nightmares and growing weaker by the day, Elliot seeks out a local Sage, who tells him that he's the victim of a rare curse. A demon called a Satar is slowly consuming Elliot's vitality. If Elliot can't find a cure to the curse before it's too late, he will become a Satar. His only hope is to ask for the help of one of the island's Guardians, who have kept the Satar from taking over Urele.

Explore a vibrant open-world filled with hidden secrets and mysterious Guardians that can help cure Elliot's curse of immortality. Throughout this adventure you'll collect countless abilities and spells, quest through 5 dungeons and defeat 16 unique bosses along your way to unlocking multiple endings.",https://sandbox.oxylabs.io/products/1677,53
Rhythm Thief & the Emperor's Treasure,"81,99 €",Out of stock,"Rhythm Thief & the Emperor's Treasure blends rhythm, puzzles and a compelling story set in one of the world's most exciting cities in a way that has never been seen before,""says Gary Knight, Senior Vice President of Marketing at SEGA Europe and SEGA of America. ""This unique blend makes creative use of the Nintendo 3DS' technology, offering an engaging, challenging and most importantly fun experience throughout.

Rhythm Thief & the Emperor's Treasure sees players enter the secret life of Raphael, infamous among Parisians as an honorable thief for stealing famous works of art only to return them days later. Dive into Raphael's world and help him find the Wristlet of Tiamat to unmask the mystery behind his father's disappearance. While unravelling the truth players will encounter an assortment of different rhythm challenges to master. Tap the screen, swipe the stylus and control the gyro to the beat of the music to maneuver Raphael through the unique streets of Paris, brought to life by stylish animations and vibrant 3D maps and landscapes.",https://sandbox.oxylabs.io/products/1678,53
7th Dragon III Code: VFD,"79,99 €",In stock,"In the year 2100, dragons have descended upon earth and humanity is at the mercy of these terrifying beasts. However, not all is lost. As the protagonist, the player will team up with Nodens Enterprises-a video game company dedicated to stopping the dragon menace-to become a dragon hunter and eventual savior of the universe. Although times are bleak, Nodens Enterprises has found a way to tip the scales in favor of mankind: By traveling through time to three different eras, the protagonist can upset the balance of the dragons' power. This will give them the edge to defeat the True Dragons, and stand a chance against the most powerful one of them all... the 7th Dragon: VFD.",https://sandbox.oxylabs.io/products/1679,53
The Ship,"71,99 €",Out of stock,"The Ship is primarily a multiplayer, online murder game with a unique set of game rules. The Ship is owned by the mysterious Mr X and as one of many ""lucky"" recipients of a free ticket you arrive on board The Ship to find there's a catch to your luxury cruise. You are coerced into a brutal Hunt to indulge Mr. X's fantasies, under threat of death for not only yourself, but also your family. Your only chance to save yourself and your family is to play the Hunt and win. [Outerlight]",https://sandbox.oxylabs.io/products/1680,53
EverQuest II: Kingdom of Sky,"66,99 €",In stock,"High above the mightiest peaks of Norrath a secret world exists. This Overrealm, made up of enormous islands of land suspended in the air, is home to aviaks and creatures never-before seen, but it is the splintered and warring dragons who rule it. Higher level advancement - now reach level 70 as an adventurer or artisan. All-new Achievement system to further specialize your character's abilities. Guild advancement expanded to level 50. Four new arena champions and two new arenas. All new Heritage Quests allow players to gain amazingly powerful items, personal status, adventure experience and even a reward made famous in the original EverQuest or EverQuest Online Adventures. Signature Quests which reward large experience bonuses, personal status, entirely new items, and advance the lore of EverQuest II. Brand new pieces of armor, such as Profession Hats, Helmets and Pauldrons, will make your character look more distinct. [Sony Online Entertainment]",https://sandbox.oxylabs.io/products/1681,53
LawBreakers,"58,99 €",Out of stock,"Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.",https://sandbox.oxylabs.io/products/1682,53
Kingdom Come: Deliverance,"80,99 €",In stock,"Kingdom Come: Deliverance is an open world, action-adventure, role-playing game featuring blockbuster production values, a nonlinear story and revolutionary, first-person melee combat.",https://sandbox.oxylabs.io/products/1683,53
Shadowrun Returns,"75,99 €",Out of stock,"Jordan Weisman, the creator of Shadowrun, is back and Shadowrun Returns is the game that Shadowrun fans have been waiting for. A 2D turn-based single player game with deep story interaction, meaningful character development, and highly-contextual tactical combat. According to the Mayan Calendar (and lots of tabloids), the world will end on December 21, 2012. Its part a 5,200 year cycle of death and rebirth that, in Shadowrun, actually charts the ebb and flow of magic from the Earth. So, on 12/21/12 magic will return, end this world, and wreak holy havoc while starting the next. Aboriginal cultures, who maintained their mystical traditions, are the first to feel the return of magic and use their newfound power to reshape the political, financial, and physical world around them.  As the magic increases, Elf and Dwarf babies are born to very surprised parents who carry the right combination of long-dormant genes. But all of these events pale in comparison to the horror of ""goblinization"", which painfully reshapes the teenage bodies of those unlucky enough to carry dominant Ork or Troll genes. And then the first Great Dragon rises from its 5,200 yearlong hibernation and circles over Tokyo, signaling that the world has truly AWAKENED.

Fast forward two generations, to a world transformed not only by the growth of magic but by the acceleration of cyber technologya continual effort to improve upon the gifts that nature gave humanity; by the inevitable maturation of the World Wide Web into the Matrixa network directly accessible by the human brain; and by the near elimination of governments as they are replaced megacorporationsmonolithic entities who see only customers, not citizens.

And moving through the dark shadows cast by the gleaming towers of the corps, are Shadowrunners  disposable assets and corporate pawns scratching out a living using a combination of technology, magic, and street smarts. Shadowrunners live between the cracks and operate outside the law, doing the dirty work that corporate wage-slaves wont soil their hands with and occasionally acting as the only protection the citizenry can turn to. 

Welcome to the world of Shadowrun, where man meets magic and machine.",https://sandbox.oxylabs.io/products/1684,53
Star Fox Command,"70,99 €",In stock,"Star Fox returns to its roots with a blistering space shooter on Nintendo DS. Lylat needs help. Players hop into their Arwing fighter and fight through a unique branching storyline of missions, all rendered in gorgeous 3-D. Star Fox DS brings a new strategic element to the series with a commander's view of the mission. Using the touch screen, players can draw the routes they and their teammates will take, then battle the enemies they encounter as they take over bases and strategically advance across the map. Players can blow their friends out of the sky as they dogfight with up to eight players over a local wireless connection or take on up to four players from around the world on Nintendo Wi-Fi Connection. [Nintendo]",https://sandbox.oxylabs.io/products/1685,53
Lode Runner,"72,99 €",Out of stock,"[Xbox Live Arcade]  The classic action game Lode Runner is back, with 220 new levels and even more surprises! Confront crazed enemies in fresh sets of single-player levels and fun-filled co-op challenges, or lean back and master increasingly complex puzzles. Battle it out with endlessly spawning enemies in a feverish new mode, or challenge up to three friends in a cunning game of high speed tag, where the first to die are the first to avenge - as enemies! Create custom levels and host matches over Xbox LIVE. Lode Runner legacy: Inspired by the classic action title, but the game is recreated from the ground up for Xbox LIVE Arcade with 3-D graphics, all-new levels, and play modes. Game modes for everyone: Play expansive single-player and co-op Journey campaigns, frantic Hang On survival challenges, complex puzzles, and a four-player Last Man competition that rewards sabotage, revenge, and outright deviousness. New content: Explore five worlds inhabited by unique enemies and special terrain such as avalanche blocks, stalactites, and teleports. Blast blocks with bombs and collect energy balls to add lives. Unearth hidden enemies! Transition from one level to the next seamlessly. Master new co-operative play techniques like blasting blocks while riding on a buddy's head. Level editor and community: Design custom levels for any game mode and environment to challenge your friends. Host Xbox LIVE matches with your cunning creations or upload and download the coolest custom levels from the Lode Runner community. [Tozai]",https://sandbox.oxylabs.io/products/1686,53
City Life,"75,99 €",In stock,"City Life takes the city building genre into the 21st century with a powerful 3D engine and a variety of gameplay features. In the game, players take on the role of urban planner and real estate developer, creating a metropolitan paradise from dozens of beautifully rendered structures – including elaborately crafted villas and ultra-modern skyscrapers. City Life comprises the full city building experience, requiring players to take into account the need for municipal services, education, entertainment and a complete infrastructure system while maintaining harmony between the game's six distinct social classes. The graphics engine allows players to walk the streets of their cities, or zoom out to multiple levels for a better view of the overall action. A custom map editor will allow players to expand upon the 22 maps included with the game. [CDV Software]",https://sandbox.oxylabs.io/products/1687,53
Days Gone,"86,99 €",Out of stock,"HOPE NEVER DIES - At its core, Days Gone is about survivors and what makes them human: desperation, loss, madness, betrayal, friendship, brotherhood, regret, love and hope. It's about how even when confronted with such enormous tragedy they find a reason to live. Hope never dies. DEACON ST. JOHN - Play as Deacon St. John, a bounty hunter facing a brutal struggle for survival, searching for a reason to live.
In addition to human drifters, marauders, and other groups, Deacon must face a wilderness overrun by Freakers mindless, feral creatures, more animal than human but very much alive and quickly evolving. Freakers have needs, habits and behaviors that the player can learn and adapt to. 

Unique Setting
The harsh high-desert of the Pacific Northwest offers a large variety of environments in a single geographical area. One minute Deacon can be riding through a pristine forest, a snow field, a lush meadow, and the next, be in the harsh desert lava fields. The hazardous environments, scarred by millions of years of volcanic activity, are defined by ancient lava flows, mountains, caves, cliffs and river basins, delivering a breathtaking backdrop to an equally diverse style of gameplay. Cinnabar mines, lava tube caves and small rural towns offer a variety of environments to explore.

A Dynamic World
Using the power of PlayStation 4 and Unreal Engine 4, Days Gone offers an incredibly realistic and detailed open-world experience. Vast and hostile environments can be fully explored on the back of Deacon's drifter bike. Abandoned vehicles can be searched for useful items. Towns and buildings can be entered and searched at great risk. All lighting is done in real time eye adaption technology creates a real sense of dread when entering dark buildings; day and night have an impact on the experience; weather affects enemy behavior.

Brutal Sandbox Combat
Exemplifying true, free-form gameplay, Days Gone offers freedom to explore, strategize and play ""your way."" Every challenge can be approached and completed in an almost infinite number of ways. Many different items and weapons can be crafted using items found in the field, including brutal melee weapons and traps. Customizable weapons and skills offer true freedom in how the game is played.",https://sandbox.oxylabs.io/products/1688,53
Alien Front Online,"77,99 €",In stock,"The Triclops have invaded the Earth with a simple plan: the eradication of all human life! Become a tank commander and obliterate the alien invaders, or join the elite Triclops Guard and crush any human scum that stand in the way. Regardless of which side you choose, you'll possess enough weaponry to completely destroy your enemies. One team will decide the fate of the globe!",https://sandbox.oxylabs.io/products/1689,53
Tokyo Xtreme Racer Zero,"88,99 €",Out of stock,"Dip into the illegal underground racing experience on the Tokyo highways once again, flash your headlights at other cars to challenge them to races, and compete for money to upgrade your ride.  ""Zero,"" the latest game in the TXR series, adds more cars, more rival racers, and a larger street course which replicates 100 miles of actual Tokyo highways.",https://sandbox.oxylabs.io/products/1690,53
Sega Smash Pack Volume 1,"75,99 €",In stock,"Every single one of the ports is incredibly poor, resulting in nothing but disappointment for anyone looking to replay any of these classic games.",https://sandbox.oxylabs.io/products/1691,53
Mega Man Legends 2,"88,99 €",Out of stock,"Mega Man, Roll and all your favourites are back in an entirely new 3-D adventure. Far away, in an isolated wasteland, a mysterious girl and an infamous treasure have been discovered. It's the legendary ""Sealed Key"", rumoured to unlock an even greater mystery known as the Great Legacy. What power does the Great Legacy hold? Now, a race unfolds as Mega Man and his friends embark on a journey which will alter their destinies forever.",https://sandbox.oxylabs.io/products/1692,53
WWE Day of Reckoning 2,"61,99 €",In stock,"In the sequel to WWE Day of Reckoning, you must fight your way back to the top of the wrestling ladder. WWE Day of Reckoning 2 features new legendary fighters, a new story mode, and more.",https://sandbox.oxylabs.io/products/1693,53
Disney DuckTales Remastered,"80,99 €",Out of stock,"DuckTales Remastered has seen the development team take the levels and layout from the original 1989 release as a foundation before expanding upon them to significantly enhance the gameplay experience but where this update truly impresses is its graphics and sound. All of the visuals from the 8-bit game have been beautifully re-created as hand-drawn and animated sprites, across a backdrop of luscious, re-envisioned level backgrounds. Furthermore, original Disney Character Voices talent, including some from the cartoon TV series, bring in-game characters to life with charm and wit, while the classic melodies of the original soundtrack are given a modern twist.",https://sandbox.oxylabs.io/products/1694,53
Undertow,"76,99 €",In stock,"[Xbox Live Arcade]  Undertow features a 15 level campaign for single-player or co-op and two robust multiplayer modes for up to 16 players. While many of the maps have level-specific goals, the core gameplay of Undertow centers on this maxim: Kill as many enemies as you can – and stay alive for as long as possible! Players select their race (Iron Marine, Nemoidian, or Atlantian) and unit type and are then launched into battle. Each of the three races features four unique, upgradeable unit types ranging in ability from the fast and agile to the large and powerful. Players have the ability to unlock and purchase unit upgrades as they acquire points. Each unit type has three levels of permanent upgrades. Through conquest-style battles, players obtain points by killing enemies, accomplishing team goals, and taking check points. Points and a variety of power-ups can be used to further upgrade unit abilities. [Chair Entertainment]",https://sandbox.oxylabs.io/products/1695,53
Streets of Rage 2,"85,99 €",Out of stock,"[Xbox Live Arcade]  The classic arcade fighting game Streets of Rage 2 comes to XBLA. Play as Blaze, Skate, Max, or Axel as you attempt to save Adam from the evil clutches of Dr. X. Special fighting moves for characters and unique weapons add to the excitement as you fight your way to the Syndicate's stronghold. Classic arcade fighting action: Each character has special abilities. Learn to use their moves to defeat the enemies and the bosses. Unique weapons: Katanas, shuriken, knives, and more are available for the player. Weapons can even be thrown for ranged damage. Stellar soundtrack: The music for the arcade version of Streets of Rage 2 by Yuzo Koshiro is widely considered as some of the finest music ever made for an arcade game. All new achievements to master and improve your Gamerscore. [Microsoft]",https://sandbox.oxylabs.io/products/1696,53
Kung Fu Panda,"76,99 €",In stock,"In Kung Fu Panda, players embark on an epic, action-packed adventure as they master the specialized Kung Fu fighting styles of Po the Panda, the unlikely hero, his teacher Shifu, and the legendary Kung Fu masters, the Furious Five: Monkey, Tigress, Viper, Mantis and Crane. Through 13 legendary levels from the movie and beyond, and spanning land, water and air, players must work their way to become the Dragon Warrior and defeat the ultimate enemy, Tai Lung, as they battle a variety of foes, overcome dangerous obstacles, navigate multi-tiered environments and solve challenging puzzles. Featuring a deep variety of gameplay, unique co-op and competitive multiplayer modes, collectibles, and a host of character upgrades, the Kung Fu Panda video game provides an experience gamers of all ages will enjoy. [Activision]",https://sandbox.oxylabs.io/products/1697,54
"WarioWare, Inc.: Mega Party Game$!","81,99 €",Out of stock,"Wario is back in the video game biz, and this time the tightfisted microgame master is servin' up some insane party games on Nintendo GameCube. The 200+ hysterical microgames from Wario Ware, Inc.: Mega Microgame$ are making a triumphant return on the big screen, supported by wildly creative multiplayer matches starring Wario's crazy crew of video game developers.",https://sandbox.oxylabs.io/products/1698,54
One Piece: Pirate Warriors 3 - Deluxe Edition,"82,99 €",In stock,"More action, more characters, stronger enemies and an improved gameplay in the latest collaboration between TOEI ANIMATION, KOEI TECMO GAMES and BANDAI NAMCO Entertainment!

Enjoy the original story of ONE PIECE from Fuschia village, where everything has started, to the kingdom of Dressrosa, a mysterious island dominated by the evil Donquixote Doflamingo.
Will your resolution be strong enough to defeat the most dangerous foes, including Doflamingo, Hordy Jones, Ceasar Clown and many more?
Gather every member of the Straw Hat Crew, like in the original story, sail to the most emblematic places and enter the most epic battles: Marineford, Fish-Man Island, Punk Hazard and Dressrosa!",https://sandbox.oxylabs.io/products/1699,54
Plants vs Zombies: Garden Warfare,"74,99 €",Out of stock,"Plants vs Zombies: Garden Warfare has players blast zombies, plants, and new characters with inventive weapons across a mine-blowing PvZ world.",https://sandbox.oxylabs.io/products/1700,54
Samurai Warriors 4,"77,99 €",In stock,"The game's primary mode, Story Mode, is separated into 2 parts, regional stories, which tell the tales of the officers of various regions around the land such as Kyūshū and Shikoku, and the story of unification, which details events up to the end of the Warring States era. By way of contrast to previous games in the SW series, the battles and the stories surrounding them are portrayed by faction, allowing the dramatic relationships between characters to be explored in more depth than ever before. Experience the convictions, intertwining ambitions and motivations that each character bears for yourself. [KOEI]",https://sandbox.oxylabs.io/products/1701,54
The Wolf Among Us: Episode 2 - Smoke and Mirrors,"83,99 €",Out of stock,"The Wolf Among Us is a five episode series from the creators of the 2012 Game of the Year: The Walking Dead. Based on Fables (DC Comics/Vertigo), an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As Bigby Wolf - THE big bad wolf in human form - you will discover that the brutal, bloody murder of a Fable is just a taste of things to come, in a game series where your every decision can have enormous consequences.",https://sandbox.oxylabs.io/products/1702,54
Field of Glory: Empires,"69,99 €",In stock,"Field of Glory: Empires is a grand strategy game in which you will have to move in an intricate and living tapestry of nations and tribes, each one with their distinctive culture.",https://sandbox.oxylabs.io/products/1703,54
Pathologic Classic HD,"88,99 €",Out of stock,"Pathologic Classic HD is an extensive remaster of the original game, featuring updated graphics and effects, while addressing the most prominent critiques of the original with a completely redone English script, brand new re-recorded voice-overs, and reinstated text and dialogue.",https://sandbox.oxylabs.io/products/1704,54
The Bard's Tale,"78,99 €",In stock,"One man on his own. A poet and a rogue, with no friends to speak of, no one to mourn his passing shouuld it come to that. Even those beside hime are no more boon companions than bondservants, summoned by sorcery and song, as cold and indifferent to him as the light of a wanderin' star. Is a Dragon terrorising the locals? He'll take care of it for the right price. Local princess held captiver? The Bard is your man as long as she's hot. Forget the quest to save the world, our hero is interested in just two things...Coin and Cleavage. The Bard's Tale is a new generation action-RPG with wicket humour and stunning graphics. [inXile Entertainment]",https://sandbox.oxylabs.io/products/1705,54
Crimson Shroud,"80,99 €",Out of stock,"Follow the tale of a young ""Chaser"" named Giauque, as he and his team find themselves drawn into the mystery of the Original Gift, the Crimson Shroud.",https://sandbox.oxylabs.io/products/1706,54
OMNO,"69,99 €",In stock,"A single-player journey of discovery through an ancient world of wonders, created by solo developer Jonas Manke.",https://sandbox.oxylabs.io/products/1707,54
Hunt: Showdown,"67,99 €",Out of stock,"Hunt: Showdown is a competitive first-person bounty hunting game that packs the thrill of survival games into a match-based format. Set in Louisiana in 1895, the game boasts a mixture of PvP and PvE elements that creates a uniquely tense experience. It’s not just the creatures who are a threat—it’s every Hunter on the map. In the classic game mode, a match of Hunt pits ten players—playing solo or in teams of two—against each other as they race to take out gruesome beasts for a bounty they must collect and get off of the map, while Hunt’s quickplay mode offers a shorter match for solo players to scavenge for weapons as they compete for a diminishing pool of bounty. The higher the risk, the higher the reward–but a single mistake could cost everything.",https://sandbox.oxylabs.io/products/1708,54
Klaus,"72,99 €",In stock,"KLAUS follows an office worker who awakens in a basement with no idea of who or where he is. With his only clue being the word ""KLAUS"" tattooed on his arm. He is forced to escape the mechanical & constructivist world in which he finds himself a prisoner. Another playable character: K1, a friendly brute damaged by prolonged imprisonment, embarking on an existential journey, exploring the idea of the fourth wall and awareness of the player playing the game.",https://sandbox.oxylabs.io/products/1709,54
Gigantic,"83,99 €",Out of stock,"Gigantic is a fast and fluid Strategic Hero Shooter, where you battle against and alongside massive Guardians, in deeply strategic team gameplay. Think fast, be bold, Go Gigantic!",https://sandbox.oxylabs.io/products/1710,54
Behind the Frame: The Finest Scenery,"86,99 €",In stock,"Guide brush strokes and solve a variety of puzzles to help an aspiring artist complete her masterpiece amid her brusque neighbor's gaze and his pesky cat. As her painting starts to take shape, uncover an emotional tale of chance and artistry revealed behind unrelated yet familiar moments. 

Behind the Frame is a vivid, interactive fiction about an aspiring artist on the cusp of finishing the final piece of her gallery submission.

A relaxing, eloquent experience that can be played at any pace. Become immersed in a panoramic world filled with resplendent colors, beautiful hand-animated visuals, and a smooth, easy-listening soundtrack.

As a passionate artist, seek the missing colors that will bring your paintings to life - all while remembering to take the occasional coffee and breakfast breaks that keep you going. There is more than what meets the eye, for every painting has a story to tell.",https://sandbox.oxylabs.io/products/1711,54
Insurmountable,"76,99 €",Out of stock,"Confront various terrains as a lonely mountaineer and endure the countless dangers of climbing! Many tough decisions await you in a risky environment. Make your way up and down the mountain, overcoming insurmountable heights.",https://sandbox.oxylabs.io/products/1712,54
Marvel's Spider-Man: The Heist,"68,99 €",In stock,"Marvel's Spider-Man: The Heist - Felicia Hardy aka Black Cat, is back in town and leaving mysterious clues around Marvel's New York to toy with Spider-Man.",https://sandbox.oxylabs.io/products/1713,54
Dragon Age II: Mark of the Assassin,"55,99 €",Out of stock,Mark of the Assassin is the next set of DLC for Dragon Age II.,https://sandbox.oxylabs.io/products/1714,54
NHL Slapshot,"85,99 €",In stock,"For the first time ever, EA SPORTS brings NHL to the Wii with NHL Slapshot. Along with it, the game introduces a revolutionary hockey stick controller that allows players to shoot, pass and body check just like the pros.",https://sandbox.oxylabs.io/products/1715,54
Red Orchestra 2: Heroes of Stalingrad,"73,99 €",Out of stock,"Red Orchestra 2: Heroes of Stalingrad is the follow-up to Tripwire's original hit multiplayer PC title, Red Orchestra: Ostfront 41-45, which has gone on to sell nearly half a million units since launch. This time, the game will feature a greatly expanded multi-player experience, with multiple new game modes, a complete first person cover system, destructible terrain, enhanced weapon mechanics and realistic WWII combat made truly accessible. In addition, the game will feature single-player and co-op game modes, allowing the player to play a full campaign from the Russian and, for the first time in a first person shooter, from the German point of view. Tripwire's renowned weapon handling improved even further, with new features and sounds. And tanks created with fully-operational 3D interiors, hugely enhancing the original game’s vehicle experience.",https://sandbox.oxylabs.io/products/1716,54
Broken Age,"69,99 €",In stock,"Broken Age is a point-and-click adventure telling the stories of a young boy and girl leading parallel lives. The girl has been chosen by her village to be sacrificed to a terrible monster--but she decides to fight back. Meanwhile, a boy on a spaceship is living a solitary life under the care of a motherly computer, but he wants to break free to lead adventures and do good in the world. Adventures ensue.",https://sandbox.oxylabs.io/products/1717,54
The Flame in the Flood: Complete Edition,"62,99 €",Out of stock,"A rogue-lite river journey through the backwaters of a forgotten post-societal America. Travel by foot and by raft down a procedurally-generated river as you scrounge for resources, craft tools, remedy afflictions, evade the vicious wildlife, and most importantly, stay ahead of the coming rains.",https://sandbox.oxylabs.io/products/1718,54
Audiosurf 2,"71,99 €",In stock,"Ride your music in more ways than ever before. Audiosurf 2 is the music game for your entire music collection, plus online music streaming and Song of the Day. Hundreds of mods/skins on Workshop. Free demo available.",https://sandbox.oxylabs.io/products/1719,54
Jade Cocoon 2,"79,99 €",Out of stock,"Centuries after the first Cocoon Master Levant purified the wicked Forest Minions and freed his village from a sleep curse, this tale tells the story of a new deadly parasite called Kalma. Kahu, a fledgling Cocoon Master, must now brave the four elemental forests and seek the Orbs of Cocoon Masters past, before Kalma overtakes him and the earth. Within the quest for the four Orbs lies a unique battle system where players can capture hundreds of monsters and train them to become their greatest weapons. Join Kahu and his trusty companion, Nico, on their journey to rid the land of menacing monsters, find the magical Orbs and defeat the deadly Kalma. [Ubi Soft]",https://sandbox.oxylabs.io/products/1720,54
WWF SmackDown! Just Bring It,"73,99 €",In stock,"Square off against more than 30 Superstars in 60 different match types. Perform bone-shattering finishers - from The Rock Bottom to The Stone Cold Stunner - as you annihilate opponents with more than a 1,000 different moves. [THQ]",https://sandbox.oxylabs.io/products/1721,54
Myth III: The Wolf Age,"68,99 €",Out of stock,"Myth III: The Wolf Age takes place 1000 years before the first two Myth games. This prequel is a fully 3D squad-based Real Time Strategy (RTS) fantasy game that follows the life of Connacht the Wolf ? the legendary hero who saved humanity from the Myrkridia and the oppressive Trow to ultimately become the Emperor of all human lands. To defeat your enemies, you must cast spells, gain experience, collect items, and build ancient devices. [GodGames]",https://sandbox.oxylabs.io/products/1722,54
Record of Lodoss War,"83,99 €",In stock,"Experience the world of Record of Lodoss War up close and personal in an epic 3D Action/RPG only for Sega Dreamcast. Take control of a mysterious warrior from the past, resurrected to save the future, on a colossal quest filled with pulse-pounding action and high adventure. Join forces with popular characters from the Lodoss universe and combat hundreds of vicious enemies with dozens of spectacular spells.",https://sandbox.oxylabs.io/products/1723,54
Speed Devils Online Racing,"81,99 €",Out of stock,"Attention sinners. The most infernal arcade racer ever is now online. All the hellish tracks, tricked out cars, and shady side bets from the original Speed Devils return.

Blistering New Features: New Cars - 22 (11 new) machines, All original courses online plus new bonus course, Single player offline, up to 5-Player online, 22 new ways to gamble your cars and cash. 

Intense Online Mayhem. Customize your online persona with quotes and characters. Win your opponents' cars online. Make and take your own insane bets with players nationwide.",https://sandbox.oxylabs.io/products/1724,54
Rune (2000),"75,99 €",In stock,"A third-person game of action and adventure steeped in Norse mythology and high fantasy. Use your brains and massive brawn to survive as you explore the 3-D game world fighting off creatures from Norse legend and the fertile minds of the Human Head staff with their array of swords, axes, and magical devices.  [Gathering of Developers]",https://sandbox.oxylabs.io/products/1725,54
Art Style: light trax,"76,99 €",Out of stock,"[WiiWare]  Art Style: light trax takes racing to whole new (and very surreal) levels as you control a white beam of light moving perpetually forward while your viewpoint shifts between 2-D and 3-D perspectives. Start by choosing one of the two main modes of game play, each with its own distinct goal. In light tours mode, you vie with other light beams for the most points in a three-course racing tour. Watch out for obstacles, use items and strategically use your dash ability to finish first. In freeway mode, your objective is to set a high score by traveling the greatest distance within a set amount of time. Mastering the intricacies of each setting is crucial: you'll have to alternate between them in order to progress through the game and unlock all of its modes. With precise controls packed in and a driving techno soundtrack, Art Style: light trax offers an experience unlike any other. Are you ready to compete in a mind-bending race at the speed of light? Games in the Art Style series feature elegant design, polished graphics and pick-up-and-play controls, creating an experience focused purely on fun and engaging game play.",https://sandbox.oxylabs.io/products/1726,54
JYDGE,"66,99 €",In stock,"Build your JYDGE. Enter Edenbyrg. Get out alive.

JYDGE is a lawful but awful roguehate top-down shooter where you get to build your own cybernetic JYDGE and eradicate crime in the never-sleeping megacity of Edenbyrg. Create your own play-style by augmenting your JYDGE, modifying your Gavel rifle, and choosing companion drones to suit the tasks at hand.

Will you be stealthy and lurk in shadows? Or will you assault the evildoers head on? Maybe you'll brutally rocket them to bits from a distance? Or perhaps bring your own squad of reckless companions to solve the scenarios?

You be the JYDGE.",https://sandbox.oxylabs.io/products/1727,54
Future Unfolding,"66,99 €",Out of stock,Future Unfolding lets you explore a mysterious landscape filled with life. Decipher the surreal logic of its world and open up new areas to discover.,https://sandbox.oxylabs.io/products/1728,54
Pode,"75,99 €",In stock,Pode is a co-op puzzle exploration game about a rock and a fallen star working together to solve ancient puzzles in a stunning environment inspired by Norwegian art and culture.,https://sandbox.oxylabs.io/products/1729,55
Story of Seasons,"80,99 €",Out of stock,"Story of Seasons is the start of a new chapter in the ‘Bokujo Monogatari’ series, a long-standing farming/life simulation franchise. Though the series is reborn with a new name, it continues the traditions of customizable farms, animal care, marriage and child-rearing. After creating a customized character, players can live out a new life by cultivating their favorite fruits and vegetables while expanding and filling their farm with their choice of animals.",https://sandbox.oxylabs.io/products/1730,55
Aliens: Infestation,"82,99 €",In stock,Aliens: Infestation is a sci-fi action platformer for the Nintendo DS.,https://sandbox.oxylabs.io/products/1731,55
Necrobarista: Final Pour,"76,99 €",Out of stock,"Discover a tale of mystery, magic, and, depending on who asks, the best/worst coffee around. Hidden in an unassuming alleyway lies The Terminal, a café that serves as a waypoint between the lands of the living and the dead, where any one of the patrons could be a spirit from beyond. With strict rules defining how long ghosts can spend in the corporeal realm before being forced to pass on, running this café is more complicated than your typical Melbourne coffeehouse. Apprentice necromancer Maddy has just taken ownership of The Terminal and all its magical responsibilities. Follow her story and those of mechanics-obsessed teen Ashley, infamous Australian outlaw Ned Kelly, exasperated necromancer Chay, and a cast of other colorful characters through their dark pasts and the secrets behind the place linking them all together.",https://sandbox.oxylabs.io/products/1732,55
Stirring Abyss,"68,99 €",In stock,Stirring Abyss is an indie tactical squad-based game with strong RPG elements in which you uncover the ancient mysteries of the depths depicted in the classic vein of Lovecraftian horror.,https://sandbox.oxylabs.io/products/1733,55
The Swords of Ditto: Mormo's Curse,"70,99 €",Out of stock,"The Swords of Ditto: Mormo's Curse is a compact action RPG that creates a unique adventure for each new hero of legend in the relentless fight against the evil Mormo. Explore a delightful but dangerous overworld, brave menacing dungeons, and improve your hero in a charming village, during your quest to overcome the evil that plagues the island. Unleash the mystical Sword of Ditto and grab a co-op friend for an unforgettable adventure filled with delightful characters, extraordinary loot, and heroic battles.",https://sandbox.oxylabs.io/products/1734,55
Serious Sam's Bogus Detour,"83,99 €",In stock,"Serious Sam’s Bogus Detour is a new action-adventure in the Serious Sam saga from Hammerwatch developer Crackshell. Battle through Mediterranean locales, dangerous biological weapons labs and even high-tech moon bases as a one-man wrecking crew or in four-player online cooperative for maximum chaos. Dominate the chaotic Survival and Versus modes or make your own mods, modes, and even total conversions with the include game editor.",https://sandbox.oxylabs.io/products/1735,55
